"('4931', 'Double Jeopardy!', '$400', 'SCIENCE')"
"('14', 'Jeopardy!', '$200', 'SPORTS')"
"('14', 'Jeopardy!', '$300', 'SPORTS')"
"('14', 'Jeopardy!', '$400', 'SPORTS')"
"('14', 'Jeopardy!', '$500', 'SPORTS')"
"('3061', 'Final Jeopardy!', None, 'SPORTS')"
"('1194', 'Jeopardy!', '$100', 'SPORTS')"
"('1194', 'Jeopardy!', '$200', 'SPORTS')"
"('1194', 'Jeopardy!', '$300', 'SPORTS')"
"('1194', 'Jeopardy!', '$400', 'SPORTS')"
"('1194', 'Jeopardy!', '$500', 'SPORTS')"
"('61', 'Jeopardy!', '$100', 'SPORTS')"
"('61', 'Jeopardy!', '$200', 'SPORTS')"
"('61', 'Jeopardy!', '$300', 'SPORTS')"
"('61', 'Jeopardy!', '$400', 'SPORTS')"
"('61', 'Jeopardy!', '$500', 'SPORTS')"
"('2889', 'Jeopardy!', '$100', 'SPORTS')"
"('2889', 'Jeopardy!', '$200', 'SPORTS')"
"('2889', 'Jeopardy!', '$300', 'SPORTS')"
"('2889', 'Jeopardy!', '$400', 'SPORTS')"
"('2889', 'Jeopardy!', '$500', 'SPORTS')"
"('2885', 'Jeopardy!', '$100', 'SPORTS')"
"('2885', 'Jeopardy!', '$200', 'SPORTS')"
"('2885', 'Jeopardy!', '$300', 'SPORTS')"
"('2885', 'Jeopardy!', '$400', 'SPORTS')"
"('2885', 'Jeopardy!', '$500', 'SPORTS')"
"('5483', 'Double Jeopardy!', '$400', 'SPORTS')"
"('5483', 'Double Jeopardy!', '$800', 'SPORTS')"
"('5483', 'Double Jeopardy!', '$1200', 'SPORTS')"
"('5483', 'Double Jeopardy!', '$9,000', 'SPORTS')"
"('5483', 'Double Jeopardy!', '$2000', 'SPORTS')"
"('1289', 'Jeopardy!', '$100', 'SPORTS')"
"('6263', 'Jeopardy!', '$600', 'TIME FOR A CHANGE')"
"('1289', 'Jeopardy!', '$300', 'SPORTS')"
"('1289', 'Jeopardy!', '$400', 'SPORTS')"
"('1289', 'Jeopardy!', '$500', 'SPORTS')"
"('2980', 'Jeopardy!', '$100', 'SPORTS')"
"('2980', 'Jeopardy!', '$200', 'SPORTS')"
"('2980', 'Jeopardy!', '$300', 'SPORTS')"
"('2980', 'Jeopardy!', '$400', 'SPORTS')"
"('2980', 'Jeopardy!', '$500', 'SPORTS')"
"('3042', 'Jeopardy!', '$100', 'SPORTS')"
"('3042', 'Jeopardy!', '$200', 'SPORTS')"
"('3042', 'Jeopardy!', '$300', 'SPORTS')"
"('3278', 'Double Jeopardy!', '$1000', 'SPORTS')"
"('3042', 'Jeopardy!', '$500', 'SPORTS')"
"('2130', 'Jeopardy!', '$100', 'SPORTS')"
"('2130', 'Jeopardy!', '$200', 'SPORTS')"
"('2130', 'Jeopardy!', '$300', 'SPORTS')"
"('2130', 'Jeopardy!', '$400', 'SPORTS')"
"('2130', 'Jeopardy!', '$500', 'SPORTS')"
"('5521', 'Double Jeopardy!', '$400', 'SPORTS')"
"('5521', 'Double Jeopardy!', '$800', 'SPORTS')"
"('5521', 'Double Jeopardy!', '$1200', 'SPORTS')"
"('5521', 'Double Jeopardy!', '$1600', 'SPORTS')"
"('5521', 'Double Jeopardy!', '$2000', 'SPORTS')"
"('1230', 'Jeopardy!', '$100', 'SPORTS')"
"('1230', 'Jeopardy!', '$200', 'SPORTS')"
"('1230', 'Jeopardy!', '$300', 'SPORTS')"
"('1230', 'Jeopardy!', '$400', 'SPORTS')"
"('1230', 'Jeopardy!', '$500', 'SPORTS')"
"('2251', 'Jeopardy!', '$100', 'SPORTS')"
"('2251', 'Jeopardy!', '$200', 'SPORTS')"
"('2251', 'Jeopardy!', '$300', 'SPORTS')"
"('2251', 'Jeopardy!', '$400', 'SPORTS')"
"('2251', 'Jeopardy!', '$500', 'SPORTS')"
"('2838', 'Jeopardy!', '$100', 'SPORTS')"
"('2838', 'Jeopardy!', '$200', 'SPORTS')"
"('2838', 'Jeopardy!', '$300', 'SPORTS')"
"('2838', 'Jeopardy!', '$400', 'SPORTS')"
"('2838', 'Jeopardy!', '$500', 'SPORTS')"
"('2583', 'Jeopardy!', '$100', 'SPORTS')"
"('2583', 'Jeopardy!', '$200', 'SPORTS')"
"('2583', 'Jeopardy!', '$300', 'SPORTS')"
"('2583', 'Jeopardy!', '$400', 'SPORTS')"
"('2583', 'Jeopardy!', '$500', 'SPORTS')"
"('3762', 'Double Jeopardy!', '$200', 'SPORTS')"
"('3762', 'Double Jeopardy!', '$400', 'SPORTS')"
"('3762', 'Double Jeopardy!', '$600', 'SPORTS')"
"('3762', 'Double Jeopardy!', '$800', 'SPORTS')"
"('3762', 'Double Jeopardy!', '$1000', 'SPORTS')"
"('1630', 'Jeopardy!', '$100', 'SPORTS')"
"('1630', 'Jeopardy!', '$200', 'SPORTS')"
"('1630', 'Jeopardy!', '$300', 'SPORTS')"
"('1630', 'Jeopardy!', '$400', 'SPORTS')"
"('1630', 'Jeopardy!', '$500', 'SPORTS')"
"('2752', 'Jeopardy!', '$100', 'SPORTS')"
"('2752', 'Jeopardy!', '$200', 'SPORTS')"
"('2752', 'Jeopardy!', '$300', 'SPORTS')"
"('2752', 'Jeopardy!', '$400', 'SPORTS')"
"('2752', 'Jeopardy!', '$500', 'SPORTS')"
"('3364', 'Double Jeopardy!', '$200', 'SPORTS')"
"('3364', 'Double Jeopardy!', '$400', 'SPORTS')"
"('3364', 'Double Jeopardy!', '$600', 'SPORTS')"
"('3364', 'Double Jeopardy!', '$800', 'SPORTS')"
"('3364', 'Double Jeopardy!', '$1000', 'SPORTS')"
"('2055', 'Jeopardy!', '$100', 'SPORTS')"
"('2055', 'Jeopardy!', '$200', 'SPORTS')"
"('2055', 'Jeopardy!', '$300', 'SPORTS')"
"('2055', 'Jeopardy!', '$400', 'SPORTS')"
"('2055', 'Jeopardy!', '$500', 'SPORTS')"
"('2670', 'Jeopardy!', '$100', 'SPORTS')"
"('2670', 'Jeopardy!', '$200', 'SPORTS')"
"('2670', 'Jeopardy!', '$300', 'SPORTS')"
"('2670', 'Jeopardy!', '$400', 'SPORTS')"
"('2670', 'Jeopardy!', '$500', 'SPORTS')"
"('2924', 'Final Jeopardy!', None, 'SPORTS')"
"('2514', 'Jeopardy!', '$100', 'SPORTS')"
"('2514', 'Jeopardy!', '$200', 'SPORTS')"
"('2514', 'Jeopardy!', '$300', 'SPORTS')"
"('2514', 'Jeopardy!', '$400', 'SPORTS')"
"('2514', 'Jeopardy!', '$500', 'SPORTS')"
"('3325', 'Double Jeopardy!', '$200', 'SPORTS')"
"('3325', 'Double Jeopardy!', '$400', 'SPORTS')"
"('3325', 'Double Jeopardy!', '$600', 'SPORTS')"
"('3325', 'Double Jeopardy!', '$2,000', 'SPORTS')"
"('3325', 'Double Jeopardy!', '$1000', 'SPORTS')"
"('2898', 'Jeopardy!', '$100', 'SPORTS')"
"('2898', 'Jeopardy!', '$200', 'SPORTS')"
"('2898', 'Jeopardy!', '$300', 'SPORTS')"
"('2898', 'Jeopardy!', '$400', 'SPORTS')"
"('2898', 'Jeopardy!', '$500', 'SPORTS')"
"('3174', 'Jeopardy!', '$100', 'SPORTS')"
"('3174', 'Jeopardy!', '$200', 'SPORTS')"
"('3174', 'Jeopardy!', '$300', 'SPORTS')"
"('3174', 'Jeopardy!', '$400', 'SPORTS')"
"('3174', 'Jeopardy!', '$500', 'SPORTS')"
"('3182', 'Double Jeopardy!', '$200', 'SPORTS')"
"('3182', 'Double Jeopardy!', '$400', 'SPORTS')"
"('3182', 'Double Jeopardy!', '$200', 'SPORTS')"
"('3182', 'Double Jeopardy!', '$800', 'SPORTS')"
"('3182', 'Double Jeopardy!', '$1000', 'SPORTS')"
"('2866', 'Jeopardy!', '$100', 'SPORTS')"
"('2866', 'Jeopardy!', '$200', 'SPORTS')"
"('2866', 'Jeopardy!', '$300', 'SPORTS')"
"('2866', 'Jeopardy!', '$400', 'SPORTS')"
"('2866', 'Jeopardy!', '$500', 'SPORTS')"
"('619', 'Jeopardy!', '$100', 'SPORTS')"
"('619', 'Jeopardy!', '$200', 'SPORTS')"
"('619', 'Jeopardy!', '$300', 'SPORTS')"
"('619', 'Jeopardy!', '$400', 'SPORTS')"
"('619', 'Jeopardy!', '$500', 'SPORTS')"
"('2', 'Double Jeopardy!', '$200', 'SPORTS')"
"('2983', 'Jeopardy!', '$100', 'SPORTS')"
"('2983', 'Jeopardy!', '$200', 'SPORTS')"
"('2983', 'Jeopardy!', '$300', 'SPORTS')"
"('2983', 'Jeopardy!', '$400', 'SPORTS')"
"('2983', 'Jeopardy!', '$500', 'SPORTS')"
"('3200', 'Jeopardy!', '$100', 'SPORTS')"
"('3200', 'Jeopardy!', '$200', 'SPORTS')"
"('3200', 'Jeopardy!', '$1,000', 'SPORTS')"
"('3200', 'Jeopardy!', '$400', 'SPORTS')"
"('3200', 'Jeopardy!', '$500', 'SPORTS')"
"('3120', 'Jeopardy!', '$100', 'SPORTS')"
"('3120', 'Jeopardy!', '$200', 'SPORTS')"
"('3120', 'Jeopardy!', '$300', 'SPORTS')"
"('3120', 'Jeopardy!', '$400', 'SPORTS')"
"('3120', 'Jeopardy!', '$500', 'SPORTS')"
"('12', 'Jeopardy!', '$100', 'SPORTS')"
"('12', 'Jeopardy!', '$200', 'SPORTS')"
"('12', 'Jeopardy!', '$300', 'SPORTS')"
"('12', 'Jeopardy!', '$300', 'SPORTS')"
"('12', 'Jeopardy!', '$500', 'SPORTS')"
"('4640', 'Final Jeopardy!', None, 'SPORTS')"
"('1652', 'Jeopardy!', '$100', 'SPORTS')"
"('1652', 'Jeopardy!', '$200', 'SPORTS')"
"('1652', 'Jeopardy!', '$300', 'SPORTS')"
"('1652', 'Jeopardy!', '$400', 'SPORTS')"
"('1652', 'Jeopardy!', '$500', 'SPORTS')"
"('1241', 'Jeopardy!', '$100', 'SPORTS')"
"('1241', 'Jeopardy!', '$200', 'SPORTS')"
"('1241', 'Jeopardy!', '$300', 'SPORTS')"
"('5099', 'Double Jeopardy!', '$400', 'SPORTS')"
"('5099', 'Double Jeopardy!', '$800', 'SPORTS')"
"('5099', 'Double Jeopardy!', '$1200', 'SPORTS')"
"('5099', 'Double Jeopardy!', '$1600', 'SPORTS')"
"('5099', 'Double Jeopardy!', '$2000', 'SPORTS')"
"('2677', 'Jeopardy!', '$100', 'SPORTS')"
"('2677', 'Jeopardy!', '$200', 'SPORTS')"
"('2677', 'Jeopardy!', '$300', 'SPORTS')"
"('2677', 'Jeopardy!', '$400', 'SPORTS')"
"('2677', 'Jeopardy!', '$500', 'SPORTS')"
"('63', 'Jeopardy!', '$100', 'SPORTS')"
"('63', 'Jeopardy!', '$200', 'SPORTS')"
"('63', 'Jeopardy!', '$800', 'SPORTS')"
"('63', 'Jeopardy!', '$400', 'SPORTS')"
"('367', 'Double Jeopardy!', '$200', 'SPORTS')"
"('367', 'Double Jeopardy!', '$400', 'SPORTS')"
"('367', 'Double Jeopardy!', '$800', 'SPORTS')"
"('367', 'Double Jeopardy!', '$1000', 'SPORTS')"
"('2347', 'Jeopardy!', '$100', 'SPORTS')"
"('2347', 'Jeopardy!', '$200', 'SPORTS')"
"('2347', 'Jeopardy!', '$300', 'SPORTS')"
"('2347', 'Jeopardy!', '$400', 'SPORTS')"
"('2347', 'Jeopardy!', '$500', 'SPORTS')"
"('4538', 'Jeopardy!', '$200', 'SPORTS')"
"('4538', 'Jeopardy!', '$600', 'SPORTS')"
"('4538', 'Jeopardy!', '$800', 'SPORTS')"
"('4538', 'Jeopardy!', '$1000', 'SPORTS')"
"('3702', 'Jeopardy!', '$100', 'SPORTS')"
"('3702', 'Jeopardy!', '$200', 'SPORTS')"
"('3702', 'Jeopardy!', '$300', 'SPORTS')"
"('3702', 'Jeopardy!', '$400', 'SPORTS')"
"('3702', 'Jeopardy!', '$500', 'SPORTS')"
"('3106', 'Jeopardy!', '$100', 'SPORTS')"
"('3106', 'Jeopardy!', '$200', 'SPORTS')"
"('3106', 'Jeopardy!', '$300', 'SPORTS')"
"('3106', 'Jeopardy!', '$400', 'SPORTS')"
"('3106', 'Jeopardy!', '$500', 'SPORTS')"
"('6032', 'Final Jeopardy!', None, 'SPORTS')"
"('2571', 'Double Jeopardy!', '$200', 'SPORTS')"
"('2571', 'Double Jeopardy!', '$400', 'SPORTS')"
"('2571', 'Double Jeopardy!', '$600', 'SPORTS')"
"('2571', 'Double Jeopardy!', '$800', 'SPORTS')"
"('2571', 'Double Jeopardy!', '$1000', 'SPORTS')"
"('1425', 'Jeopardy!', '$100', 'SPORTS')"
"('1425', 'Jeopardy!', '$200', 'SPORTS')"
"('1425', 'Jeopardy!', '$300', 'SPORTS')"
"('1425', 'Jeopardy!', '$400', 'SPORTS')"
"('1425', 'Jeopardy!', '$500', 'SPORTS')"
"('607', 'Jeopardy!', '$100', 'SPORTS')"
"('607', 'Jeopardy!', '$200', 'SPORTS')"
"('607', 'Jeopardy!', '$300', 'SPORTS')"
"('607', 'Jeopardy!', '$400', 'SPORTS')"
"('607', 'Jeopardy!', '$500', 'SPORTS')"
"('2944', 'Jeopardy!', '$100', 'SPORTS')"
"('2944', 'Jeopardy!', '$200', 'SPORTS')"
"('2944', 'Jeopardy!', '$300', 'SPORTS')"
"('2944', 'Jeopardy!', '$400', 'SPORTS')"
"('2944', 'Jeopardy!', '$500', 'SPORTS')"
"('3221', 'Double Jeopardy!', '$200', 'SPORTS')"
"('3221', 'Double Jeopardy!', '$400', 'SPORTS')"
"('3221', 'Double Jeopardy!', '$600', 'SPORTS')"
"('3221', 'Double Jeopardy!', '$1,400', 'SPORTS')"
"('3221', 'Double Jeopardy!', '$1000', 'SPORTS')"
"('3024', 'Jeopardy!', '$100', 'SPORTS')"
"('3024', 'Jeopardy!', '$500', 'SPORTS')"
"('3024', 'Jeopardy!', '$300', 'SPORTS')"
"('3024', 'Jeopardy!', '$400', 'SPORTS')"
"('3024', 'Jeopardy!', '$500', 'SPORTS')"
"('368', 'Double Jeopardy!', '$200', 'SPORTS')"
"('368', 'Double Jeopardy!', '$400', 'SPORTS')"
"('368', 'Double Jeopardy!', '$600', 'SPORTS')"
"('368', 'Double Jeopardy!', '$1,000', 'SPORTS')"
"('368', 'Double Jeopardy!', '$1000', 'SPORTS')"
"('5275', 'Final Jeopardy!', None, 'SPORTS')"
"('3278', 'Double Jeopardy!', '$200', 'SPORTS')"
"('3278', 'Double Jeopardy!', '$400', 'SPORTS')"
"('3278', 'Double Jeopardy!', '$1,600', 'SPORTS')"
"('3278', 'Double Jeopardy!', '$800', 'SPORTS')"
"('3278', 'Double Jeopardy!', '$1000', 'SPORTS')"
"('3321', 'Final Jeopardy!', None, 'SPORTS')"
"('2829', 'Double Jeopardy!', '$200', 'SPORTS')"
"('2829', 'Double Jeopardy!', '$400', 'SPORTS')"
"('2829', 'Double Jeopardy!', '$600', 'SPORTS')"
"('2829', 'Double Jeopardy!', '$800', 'SPORTS')"
"('2829', 'Double Jeopardy!', '$1000', 'SPORTS')"
"('2852', 'Jeopardy!', '$100', 'SPORTS')"
"('2852', 'Jeopardy!', '$200', 'SPORTS')"
"('2852', 'Jeopardy!', '$300', 'SPORTS')"
"('2852', 'Jeopardy!', '$400', 'SPORTS')"
"('2852', 'Jeopardy!', '$500', 'SPORTS')"
"('4463', 'Final Jeopardy!', None, 'SPORTS')"
"('1983', 'Jeopardy!', '$100', 'SPORTS')"
"('1983', 'Jeopardy!', '$200', 'SPORTS')"
"('1983', 'Jeopardy!', '$300', 'SPORTS')"
"('1983', 'Jeopardy!', '$400', 'SPORTS')"
"('1983', 'Jeopardy!', '$500', 'SPORTS')"
"('3060', 'Jeopardy!', '$100', 'U.S. CITIES')"
"('3060', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('3060', 'Jeopardy!', '$300', 'U.S. CITIES')"
"('3060', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('3060', 'Jeopardy!', '$500', 'U.S. CITIES')"
"('4506', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('4506', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('4506', 'Jeopardy!', '$600', 'U.S. CITIES')"
"('4506', 'Jeopardy!', '$800', 'U.S. CITIES')"
"('4506', 'Jeopardy!', '$1000', 'U.S. CITIES')"
"('6231', 'Final Jeopardy!', None, 'U.S. CITIES')"
"('4693', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('4693', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('4693', 'Jeopardy!', '$600', 'U.S. CITIES')"
"('4693', 'Jeopardy!', '$800', 'U.S. CITIES')"
"('4693', 'Jeopardy!', '$1000', 'U.S. CITIES')"
"('3193', 'Jeopardy!', '$100', 'U.S. CITIES')"
"('3193', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('3193', 'Jeopardy!', '$300', 'U.S. CITIES')"
"('3193', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('3193', 'Jeopardy!', '$500', 'U.S. CITIES')"
"('2969', 'Jeopardy!', '$100', 'U.S. CITIES')"
"('2969', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('2969', 'Jeopardy!', '$300', 'U.S. CITIES')"
"('2969', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('2969', 'Jeopardy!', '$500', 'U.S. CITIES')"
"('4465', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('4465', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('4465', 'Jeopardy!', '$600', 'U.S. CITIES')"
"('4465', 'Jeopardy!', '$800', 'U.S. CITIES')"
"('4465', 'Jeopardy!', '$1000', 'U.S. CITIES')"
"('2118', 'Jeopardy!', '$100', 'U.S. CITIES')"
"('2118', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('2118', 'Jeopardy!', '$300', 'U.S. CITIES')"
"('2118', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('2118', 'Jeopardy!', '$500', 'U.S. CITIES')"
"('4761', 'Final Jeopardy!', None, 'U.S. CITIES')"
"('64', 'Double Jeopardy!', '$200', 'U.S. CITIES')"
"('64', 'Double Jeopardy!', '$400', 'U.S. CITIES')"
"('64', 'Double Jeopardy!', '$600', 'U.S. CITIES')"
"('64', 'Double Jeopardy!', '$800', 'U.S. CITIES')"
"('4081', 'Final Jeopardy!', None, 'U.S. CITIES')"
"('3833', 'Double Jeopardy!', '$200', 'U.S. CITIES')"
"('3833', 'Double Jeopardy!', '$400', 'U.S. CITIES')"
"('3833', 'Double Jeopardy!', '$600', 'U.S. CITIES')"
"('3833', 'Double Jeopardy!', '$800', 'U.S. CITIES')"
"('3833', 'Double Jeopardy!', '$1000', 'U.S. CITIES')"
"('2963', 'Jeopardy!', '$100', 'U.S. CITIES')"
"('2963', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('2963', 'Jeopardy!', '$300', 'U.S. CITIES')"
"('2963', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('2963', 'Jeopardy!', '$1,200', 'U.S. CITIES')"
"('5175', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('5175', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('5175', 'Jeopardy!', '$600', 'U.S. CITIES')"
"('5175', 'Jeopardy!', '$1,000', 'U.S. CITIES')"
"('5175', 'Jeopardy!', '$1000', 'U.S. CITIES')"
"('2899', 'Double Jeopardy!', '$200', 'U.S. CITIES')"
"('2899', 'Double Jeopardy!', '$400', 'U.S. CITIES')"
"('2899', 'Double Jeopardy!', '$600', 'U.S. CITIES')"
"('2899', 'Double Jeopardy!', '$800', 'U.S. CITIES')"
"('2899', 'Double Jeopardy!', '$2,000', 'U.S. CITIES')"
"('3613', 'Final Jeopardy!', None, 'U.S. CITIES')"
"('1605', 'Jeopardy!', '$100', 'U.S. CITIES')"
"('1605', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('1605', 'Jeopardy!', '$300', 'U.S. CITIES')"
"('1605', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('1605', 'Jeopardy!', '$500', 'U.S. CITIES')"
"('3487', 'Jeopardy!', '$100', 'U.S. CITIES')"
"('3487', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('3487', 'Jeopardy!', '$300', 'U.S. CITIES')"
"('3487', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('3487', 'Jeopardy!', '$300', 'U.S. CITIES')"
"('4648', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('4648', 'Jeopardy!', '$600', 'U.S. CITIES')"
"('4648', 'Jeopardy!', '$800', 'U.S. CITIES')"
"('4648', 'Jeopardy!', '$4,200', 'U.S. CITIES')"
"('6087', 'Final Jeopardy!', None, 'U.S. CITIES')"
"('3783', 'Double Jeopardy!', '$200', 'U.S. CITIES')"
"('3783', 'Double Jeopardy!', '$400', 'U.S. CITIES')"
"('3783', 'Double Jeopardy!', '$1,000', 'U.S. CITIES')"
"('3783', 'Double Jeopardy!', '$800', 'U.S. CITIES')"
"('3783', 'Double Jeopardy!', '$1000', 'U.S. CITIES')"
"('2889', 'Double Jeopardy!', '$200', 'U.S. CITIES')"
"('2889', 'Double Jeopardy!', '$400', 'U.S. CITIES')"
"('2889', 'Double Jeopardy!', '$600', 'U.S. CITIES')"
"('2889', 'Double Jeopardy!', '$800', 'U.S. CITIES')"
"('2889', 'Double Jeopardy!', '$1000', 'U.S. CITIES')"
"('3566', 'Final Jeopardy!', None, 'U.S. CITIES')"
"('3401', 'Jeopardy!', '$100', 'U.S. CITIES')"
"('3401', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('3401', 'Jeopardy!', '$300', 'U.S. CITIES')"
"('3401', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('3401', 'Jeopardy!', '$500', 'U.S. CITIES')"
"('1423', 'Double Jeopardy!', '$200', 'U.S. CITIES')"
"('1423', 'Double Jeopardy!', '$400', 'U.S. CITIES')"
"('1423', 'Double Jeopardy!', '$600', 'U.S. CITIES')"
"('1423', 'Double Jeopardy!', '$800', 'U.S. CITIES')"
"('1423', 'Double Jeopardy!', '$1000', 'U.S. CITIES')"
"('5826', 'Double Jeopardy!', '$400', 'U.S. CITIES')"
"('5826', 'Double Jeopardy!', '$800', 'U.S. CITIES')"
"('5826', 'Double Jeopardy!', '$1200', 'U.S. CITIES')"
"('5826', 'Double Jeopardy!', '$1600', 'U.S. CITIES')"
"('5826', 'Double Jeopardy!', '$2000', 'U.S. CITIES')"
"('3302', 'Jeopardy!', '$100', 'U.S. CITIES')"
"('3302', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('3302', 'Jeopardy!', '$300', 'U.S. CITIES')"
"('3302', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('3302', 'Jeopardy!', '$500', 'U.S. CITIES')"
"('4087', 'Double Jeopardy!', '$400', 'U.S. CITIES')"
"('4087', 'Double Jeopardy!', '$800', 'U.S. CITIES')"
"('4087', 'Double Jeopardy!', '$1200', 'U.S. CITIES')"
"('4087', 'Double Jeopardy!', '$1600', 'U.S. CITIES')"
"('4087', 'Double Jeopardy!', '$2000', 'U.S. CITIES')"
"('2820', 'Final Jeopardy!', None, 'U.S. CITIES')"
"('4174', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('4174', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('4174', 'Jeopardy!', '$600', 'U.S. CITIES')"
"('4174', 'Jeopardy!', '$800', 'U.S. CITIES')"
"('4174', 'Jeopardy!', '$1,000', 'U.S. CITIES')"
"('5720', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('5720', 'Jeopardy!', '$1,000', 'U.S. CITIES')"
"('5720', 'Jeopardy!', '$600', 'U.S. CITIES')"
"('5720', 'Jeopardy!', '$800', 'U.S. CITIES')"
"('5720', 'Jeopardy!', '$1000', 'U.S. CITIES')"
"('4330', 'Final Jeopardy!', None, 'U.S. CITIES')"
"('4636', 'Double Jeopardy!', '$400', 'U.S. CITIES')"
"('4636', 'Double Jeopardy!', '$800', 'U.S. CITIES')"
"('4636', 'Double Jeopardy!', '$1200', 'U.S. CITIES')"
"('4636', 'Double Jeopardy!', '$1600', 'U.S. CITIES')"
"('2882', 'Jeopardy!', '$100', 'U.S. CITIES')"
"('2882', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('2882', 'Jeopardy!', '$1,000', 'U.S. CITIES')"
"('2882', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('2882', 'Jeopardy!', '$500', 'U.S. CITIES')"
"('1498', 'Final Jeopardy!', None, 'U.S. CITIES')"
"('1322', 'Double Jeopardy!', '$200', 'U.S. CITIES')"
"('1322', 'Double Jeopardy!', '$400', 'U.S. CITIES')"
"('1322', 'Double Jeopardy!', '$600', 'U.S. CITIES')"
"('1322', 'Double Jeopardy!', '$800', 'U.S. CITIES')"
"('1322', 'Double Jeopardy!', '$1,400', 'U.S. CITIES')"
"('3889', 'Jeopardy!', '$100', 'U.S. CITIES')"
"('3889', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('3889', 'Jeopardy!', '$300', 'U.S. CITIES')"
"('3889', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('3889', 'Jeopardy!', '$600', 'U.S. CITIES')"
"('1214', 'Jeopardy!', '$100', 'U.S. CITIES')"
"('1214', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('1214', 'Jeopardy!', '$300', 'U.S. CITIES')"
"('1214', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('1214', 'Jeopardy!', '$500', 'U.S. CITIES')"
"('3031', 'Double Jeopardy!', '$200', 'U.S. CITIES')"
"('3031', 'Double Jeopardy!', '$400', 'U.S. CITIES')"
"('3031', 'Double Jeopardy!', '$600', 'U.S. CITIES')"
"('3031', 'Double Jeopardy!', '$800', 'U.S. CITIES')"
"('3031', 'Double Jeopardy!', '$1000', 'U.S. CITIES')"
"('1190', 'Double Jeopardy!', '$200', 'U.S. CITIES')"
"('1190', 'Double Jeopardy!', '$400', 'U.S. CITIES')"
"('1190', 'Double Jeopardy!', '$600', 'U.S. CITIES')"
"('1190', 'Double Jeopardy!', '$800', 'U.S. CITIES')"
"('1190', 'Double Jeopardy!', '$1000', 'U.S. CITIES')"
"('1630', 'Jeopardy!', '$100', 'U.S. CITIES')"
"('1630', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('1630', 'Jeopardy!', '$300', 'U.S. CITIES')"
"('1630', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('1630', 'Jeopardy!', '$500', 'U.S. CITIES')"
"('5050', 'Double Jeopardy!', '$400', 'U.S. CITIES')"
"('5050', 'Double Jeopardy!', '$800', 'U.S. CITIES')"
"('5050', 'Double Jeopardy!', '$1200', 'U.S. CITIES')"
"('5050', 'Double Jeopardy!', '$1600', 'U.S. CITIES')"
"('5050', 'Double Jeopardy!', '$2000', 'U.S. CITIES')"
"('3391', 'Jeopardy!', '$100', 'U.S. CITIES')"
"('3391', 'Jeopardy!', '$200', 'U.S. CITIES')"
"('3391', 'Jeopardy!', '$300', 'U.S. CITIES')"
"('3391', 'Jeopardy!', '$400', 'U.S. CITIES')"
"('3391', 'Jeopardy!', '$500', 'U.S. CITIES')"
"('1421', 'Final Jeopardy!', None, 'U.S. CITIES')"
"('3308', 'Double Jeopardy!', '$200', 'U.S. CITIES')"
"('3308', 'Double Jeopardy!', '$400', 'U.S. CITIES')"
"('3308', 'Double Jeopardy!', '$600', 'U.S. CITIES')"
"('3308', 'Double Jeopardy!', '$800', 'U.S. CITIES')"
"('3308', 'Double Jeopardy!', '$1000', 'U.S. CITIES')"
"('3049', 'Double Jeopardy!', '$200', 'U.S. CITIES')"
"('3049', 'Double Jeopardy!', '$400', 'U.S. CITIES')"
